wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
0.024096385542168676,0.5,0.0,0.011160714285714286,0.018633540372670808,0.0,0.002242152466367713,0.05263157894736842,0.01910828025477707,0.1666666665,0.010110736639383727,1.0,0.0,0.75,0.5,0.25,0.047619047619047616,0.025210084028317207,0.030303030303030304,0.08823529411764706,0
0.04819277108433735,0.16666666666666666,0.0,0.015625,0.09937888198757763,0.002056253212895645,0.0,0.09210526315789473,0.025477707006369428,1.0,0.11410688493018777,0.0,0.0,0.0,0.625,0.0,0.0,0.18040966382764503,0.3333333333333333,0.35294117647058826,1
0.07228915662650602,0.16666666666666666,0.0,0.015625,0.06832298136645963,0.004406256884776382,0.0,0.09210526315789473,0.07643312101910828,0.3636363635,0.03033220991815118,1.0,0.1111111111111111,0.0,0.106060606,0.0,0.0,0.0262605041982646,0.030303030303030304,0.10784705882352941,0
0.05421686746987952,0.5,0.0,0.017857142857142856,0.06521739130434782,0.0013218770654329147,0.002242152466367713,0.10526315789473684,0.05732484076433121,0.28125,0.04044294655753491,1.0,0.1111111111111111,0.935779817,0.333333333,0.25,0.09523809523809523,0.05112044816783183,0.06060606060606061,0.1045764705882353,1
0.018072289156626505,0.16666666666666666,0.0,0.020089285714285716,0.009316770186335404,0.0002203128442388191,0.01569506726457399,0.02631578947368421,0.01910828025477707,1.0,0.0014443909484833895,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
0.060240963855421686,0.5,0.0,0.017857142857142856,0.14285714285714285,0.0008078137622090035,0.002242152466367713,0.10526315789473684,0.01910828025477707,0.404761905,0.1608088589311507,1.0,0.1111111111111111,0.714285714,0.314814815,0.25,0.047619047619047616,0.19978991592441386,0.030303030303030304,0.09411764705882353,0
0.03614457831325301,0.5,0.0,0.013392857142857142,0.049689440993788817,0.0,0.004484304932735426,0.07894736842105263,0.03821656050955414,0.3,0.041405873856523834,1.0,0.2222222222222222,0.933333333,0.444444444,0.25,0.047619047619047616,0.08088235290317597,0.030303030303030304,0.09803529411764707,0
0.09036144578313253,0.3333333333333333,0.0,0.029017857142857144,0.10248447204968944,0.006242197253433208,0.006726457399103139,0.17105263157894737,0.08917197452229299,0.419642857,0.06788637457871931,1.0,0.0,0.548387097,0.177777778,0.25,0.047619047619047616,0.05126050418881081,0.09090909090909091,0.1333294117647059,0
0.04216867469879518,0.3333333333333333,0.05128205128205128,0.015625,0.031055900621118012,0.0011015642211940956,0.004484304932735426,0.06578947368421052,0.025477707006369428,0.1666666665,0.02118440057775638,1.0,0.0,0.814814815,0.285714286,0.0,0.0,0.03241296518016534,0.09090909090909091,0.11764705882352941,0
0.018072289156626505,0.16666666666666666,0.0,0.011160714285714286,0.037267080745341616,0.0,0.002242152466367713,0.05263157894736842,0.01910828025477707,0.125,0.02599903707270101,1.0,0.1111111111111111,0.0,0.466666667,0.0,0.0,0.10294117642795352,0.06060606060606061,0.11764705882352941,0
0.030120481927710843,0.5,0.0,0.017857142857142856,0.059006211180124224,0.0,0.002242152466367713,0.09210526315789473,0.025477707006369428,0.3125,0.029369282619162253,1.0,0.1111111111111111,0.916666667,0.5,0.0,0.0,0.06806722687645647,0.030303030303030304,0.047058823529411764,1
0.024096385542168676,0.3333333333333333,0.0,0.015625,0.018633540372670808,0.0,0.004484304932735426,0.06578947368421052,0.025477707006369428,0.0,0.014443909484833895,1.0,0.0,0.95,0.45,0.25,0.047619047619047616,0.03939075629424564,0.030303030303030304,0.058823529411764705,0
0.024096385542168676,0.6666666666666666,0.38461538461538464,0.109375,0.024844720496894408,0.0004406256884776382,0.10986547085201794,0.0,0.025477707006369428,0.6666666665,0.010110736639383727,1.0,0.0,1.0,0.666666667,0.0,0.0,0.025210084028317207,0.0,0.0,1
0.018072289156626505,1.0,0.0,0.008928571428571428,0.027950310559006212,0.0002203128442388191,0.002242152466367713,0.039473684210526314,0.01910828025477707,1.0,0.011073663938372653,0.0,0.0,0.987804878,1.0,0.25,0.047619047619047616,0.042016806715962855,0.030303030303030304,0.07843529411764705,0
0.024096385542168676,0.5,0.10256410256410256,0.03125,0.024844720496894408,0.0004406256884776382,0.03139013452914798,0.0,0.025477707006369428,1.0,0.009629272989889264,0.0,0.0,1.0,0.666666667,0.0,0.0,0.025210084028317207,0.0,0.0,0
0.024096385542168676,0.16666666666666666,0.0,0.020089285714285716,0.037267080745341616,0.0001468752294925461,0.006726457399103139,0.09210526315789473,0.01910828025477707,0.3333333335,0.025036109773712085,1.0,0.3333333333333333,0.0,0.4,0.0,0.0,0.07090336132964214,0.030303030303030304,0.08823529411764706,0
0.006024096385542169,0.16666666666666666,0.0,0.0,0.003105590062111801,0.0,0.0,0.0,0.006369426751592357,1.0,0.00048146364949446316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
0.018072289156626505,0.8333333333333334,0.0,0.008928571428571428,0.024844720496894408,0.0,0.004484304932735426,0.02631578947368421,0.01910828025477707,0.25,0.015406836783822821,1.0,0.1111111111111111,0.894736842,0.555555556,0.0,0.0,0.05672268906371372,0.030303030303030304,0.07843529411764705,0
0.030120481927710843,0.5,0.0,0.008928571428571428,0.024844720496894408,0.0007343761474627304,0.002242152466367713,0.05263157894736842,0.025477707006369428,0.5,0.016851227732306212,1.0,0.0,0.945454545,0.44,0.0,0.0,0.03655462184105995,0.030303030303030304,0.07058823529411765,0
0.04819277108433735,0.5,0.0,0.020089285714285716,0.15527950310559005,0.0010281266064478226,0.002242152466367713,0.11842105263157894,0.03184713375796178,0.3214285715,0.14203177660086663,1.0,0.2222222222222222,0.76,0.285714286,0.0,0.0,0.22452731087720013,0.15151515151515152,0.16176470588235295,1
0.08433734939759036,0.16666666666666666,0.0,0.008928571428571428,0.10248447204968944,0.0028640669751046487,0.0,0.05263157894736842,0.08280254777070063,0.346153846,0.111218103033221,1.0,0.0,0.0,0.261538462,0.0,0.0,0.0954381752320508,0.030303030303030304,0.10083529411764705,0
0.018072289156626505,0.5,0.0,0.008928571428571428,0.024844720496894408,0.0002203128442388191,0.0,0.05263157894736842,0.012738853503184714,1.0,0.011555127587867116,0.0,0.0,0.967213115,0.444444444,0.25,0.09523809523809523,0.04411764704955511,0.030303030303030304,0.07843529411764705,0
0.04216867469879518,0.5,0.0,0.008928571428571428,0.037267080745341616,0.0009546889917015495,0.002242152466367713,0.039473684210526314,0.03821656050955414,0.2916666665,0.026480500722195474,1.0,0.0,0.642857143,0.314285714,0.25,0.09523809523809523,0.04141656661524862,0.09090909090909091,0.11764705882352941,1
0.06626506024096386,0.0,0.0,0.03125,0.06832298136645963,0.002129690827641918,0.0,0.18421052631578946,0.07006369426751592,0.41,0.04862782859894078,1.0,0.2222222222222222,0.0,0.340909091,0.0,0.0,0.048701298689348464,0.030303030303030304,0.10695294117647058,0
0.0783132530120482,0.3333333333333333,0.02564102564102564,0.033482142857142856,0.07763975155279502,0.002056253212895645,0.006726457399103139,0.17105263157894737,0.07006369426751592,0.3055555555,0.05777563793933558,1.0,0.1111111111111111,0.696969697,0.241758242,0.0,0.0,0.050420168056634414,0.030303030303030304,0.09049411764705882,0
0.10843373493975904,0.16666666666666666,0.0,0.25892857142857145,0.055900621118012424,0.011235955056179775,0.2600896860986547,0.0,0.11464968152866242,1.0,0.008666345690900338,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
0.04216867469879518,0.16666666666666666,0.10256410256410256,0.026785714285714284,0.062111801242236024,0.0012484394506866417,0.017937219730941704,0.05263157894736842,0.01910828025477707,0.375,0.05199807414540202,1.0,0.1111111111111111,0.0,0.428571429,0.0,0.0,0.0891356542249715,0.09090909090909091,0.11764705882352941,1
0.012048192771084338,0.3333333333333333,0.0,0.008928571428571428,0.037267080745341616,7.343761474627305e-05,0.004484304932735426,0.02631578947368421,0.012738853503184714,1.0,0.014925373134328358,0.0,0.0,0.964285714,0.75,0.0,0.0,0.09138655460264988,0.030303030303030304,0.058823529411764705,0
0.012048192771084338,0.5,0.0,0.013392857142857142,0.021739130434782608,0.0,0.002242152466367713,0.07894736842105263,0.012738853503184714,0.0,0.011555127587867116,0.0,0.1111111111111111,0.9375,0.6,0.0,0.0,0.06617647057433267,0.030303030303030304,0.058823529411764705,0
0.024096385542168676,0.16666666666666666,0.0,0.017857142857142856,0.055900621118012424,0.0001468752294925461,0.002242152466367713,0.09210526315789473,0.012738853503184714,0.25,0.06307173808377467,1.0,0.2222222222222222,0.0,0.777777778,0.0,0.0,0.1969537814712282,0.09090909090909091,0.17647058823529413,1
0.05421686746987952,0.3333333333333333,0.0,0.013392857142857142,0.040372670807453416,0.002203128442388191,0.002242152466367713,0.06578947368421052,0.050955414012738856,0.3125,0.028406355320173327,1.0,0.0,0.785714286,0.518518519,0.25,0.19047619047619047,0.03361344536898877,0.06060606060606061,0.09150588235294119,1
0.03614457831325301,0.6666666666666666,0.0,0.013392857142857142,0.052795031055900624,0.0,0.002242152466367713,0.06578947368421052,0.025477707006369428,0.2,0.04092441020702937,1.0,0.1111111111111111,0.861111111,0.4,0.25,0.09523809523809523,0.08088235290317597,0.030303030303030304,0.09803529411764707,1
0.012048192771084338,0.16666666666666666,0.0,0.011160714285714286,0.015527950310559006,7.343761474627305e-05,0.002242152466367713,0.05263157894736842,0.006369426751592357,1.0,0.011073663938372653,0.0,0.0,0.0,0.5,0.0,0.0,0.06617647057433267,0.09090909090909091,0.17647058823529413,0
0.024096385542168676,0.16666666666666666,0.0,0.008928571428571428,0.040372670807453416,0.0002937504589850922,0.002242152466367713,0.039473684210526314,0.012738853503184714,0.1666666665,0.018777082330284064,1.0,0.0,0.0,0.5,0.0,0.0,0.053571428560174064,0.030303030303030304,0.058823529411764705,0
0.05421686746987952,0.6666666666666666,0.0,0.013392857142857142,0.046583850931677016,0.0011750018359403687,0.002242152466367713,0.06578947368421052,0.05732484076433121,0.3125,0.03322099181511796,1.0,0.2222222222222222,0.962365591,0.481481481,0.25,0.047619047619047616,0.040616246487265494,0.06060606060606061,0.1045764705882353,0
0.03614457831325301,0.5,0.0,0.015625,0.06832298136645963,0.0002203128442388191,0.002242152466367713,0.09210526315789473,0.03184713375796178,0.1,0.03948001925854598,1.0,0.1111111111111111,0.897435897,0.3,0.25,0.047619047619047616,0.07878151258849128,0.030303030303030304,0.07843529411764705,0
0.030120481927710843,0.16666666666666666,0.0,0.026785714285714284,0.015527950310559006,0.0007343761474627304,0.020179372197309416,0.05263157894736842,0.03184713375796178,1.0,0.002407318247472316,0.0,0.0,0.0,0.366666667,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
0.006024096385542169,0.16666666666666666,0.0,0.0,0.003105590062111801,0.0,0.0,0.0,0.006369426751592357,1.0,0.00048146364949446316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
0.030120481927710843,0.5,0.0,0.015625,0.049689440993788817,0.0,0.002242152466367713,0.09210526315789473,0.012738853503184714,0.125,0.026961964371689937,1.0,0.0,0.789473684,0.5,0.25,0.047619047619047616,0.06302521007079302,0.030303030303030304,0.09411764705882353,0
0.03614457831325301,0.6666666666666666,0.0,0.017857142857142856,0.049689440993788817,0.0011015642211940956,0.004484304932735426,0.07894736842105263,0.03821656050955414,1.0,0.018777082330284064,0.0,0.0,0.98136646,0.375,0.5,0.14285714285714285,0.03466386553893616,0.030303030303030304,0.058823529411764705,1
0.012048192771084338,0.16666666666666666,0.0,0.020089285714285716,0.006211180124223602,7.343761474627305e-05,0.020179372197309416,0.0,0.012738853503184714,1.0,0.0009629272989889263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
0.012048192771084338,0.3333333333333333,0.0,0.006696428571428571,0.024844720496894408,7.343761474627305e-05,0.004484304932735426,0.013157894736842105,0.006369426751592357,1.0,0.019258545979778528,0.0,0.0,0.941176471,1.0,0.0,0.0,0.11974789913450674,0.030303030303030304,0.058823529411764705,0
0.08433734939759036,0.5,0.0,0.017857142857142856,0.07142857142857142,0.0025703165161195564,0.006726457399103139,0.09210526315789473,0.08280254777070063,0.076923077,0.04718343765045739,1.0,0.0,0.636363636,0.339285714,0.5,0.38095238095238093,0.03736494597324266,0.06060606060606061,0.1092470588235294,0
0.04819277108433735,0.3333333333333333,0.15384615384615385,0.026785714285714284,0.049689440993788817,0.001615627524418007,0.013452914798206279,0.07894736842105263,0.01910828025477707,0.2857142855,0.026480500722195474,1.0,0.0,0.851851852,0.333333333,0.0,0.0,0.03623949579070598,0.06060606060606061,0.07352941176470588,0
0.09036144578313253,0.5,0.0,0.033482142857142856,0.15217391304347827,0.006829698171403393,0.002242152466367713,0.19736842105263158,0.050955414012738856,0.4107142855,0.10881078478574868,1.0,0.0,0.744680851,0.261904762,0.5,0.14285714285714285,0.08697478989769437,0.06060606060606061,0.10196470588235294,0
0.006024096385542169,0.16666666666666666,0.0,0.5848214285714286,0.003105590062111801,0.0,0.5852017937219731,0.013157894736842105,0.006369426751592357,1.0,0.00048146364949446316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
0.006024096385542169,0.16666666666666666,0.0,0.011160714285714286,0.003105590062111801,0.0,0.006726457399103139,0.02631578947368421,0.006369426751592357,1.0,0.00048146364949446316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
0.018072289156626505,0.16666666666666666,0.0,0.011160714285714286,0.009316770186335404,0.0002203128442388191,0.008968609865470852,0.013157894736842105,0.01910828025477707,1.0,0.0014443909484833895,0.0,0.0,0.0,0.833333333,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
0.13253012048192772,0.3333333333333333,0.3333333333333333,0.044642857142857144,0.11801242236024845,0.01329220826907542,0.033632286995515695,0.06578947368421052,0.10828025477707007,0.357142857,0.09436687530091478,1.0,0.0,0.4,0.272727273,0.25,0.09523809523809523,0.04927425514511045,0.09090909090909091,0.1711176470588235,1
0.024096385542168676,0.8333333333333334,0.0,0.002232142857142857,0.040372670807453416,0.0,0.0,0.013157894736842105,0.01910828025477707,0.4166666665,0.02262879152623977,1.0,0.0,0.894736842,0.5,0.0,0.0,0.06460084032256284,0.06060606060606061,0.08823529411764706,1
0.04216867469879518,0.16666666666666666,0.0,0.020089285714285716,0.037267080745341616,0.0015421899096717338,0.006726457399103139,0.07894736842105263,0.044585987261146494,1.0,0.016851227732306212,0.0,0.0,0.0,0.476190476,0.0,0.0,0.025210084028317207,0.030303030303030304,0.10083529411764705,0
0.018072289156626505,0.8333333333333334,0.0,0.002232142857142857,0.027950310559006212,0.0,0.0,0.013157894736842105,0.01910828025477707,0.25,0.015888300433317286,1.0,0.0,0.894736842,0.555555556,0.0,0.0,0.05882352939730598,0.030303030303030304,0.07843529411764705,0
0.0963855421686747,0.3333333333333333,0.02564102564102564,0.029017857142857144,0.11180124223602485,0.005728133950209297,0.002242152466367713,0.15789473684210525,0.06369426751592357,0.375,0.09051516610495908,1.0,0.1111111111111111,0.333333333,0.2375,0.25,0.047619047619047616,0.06617647057433267,0.09090909090909091,0.125,0
0.006024096385542169,0.3333333333333333,0.0,0.002232142857142857,0.006211180124223602,0.0,0.0,0.013157894736842105,0.006369426751592357,1.0,0.002888781896966779,1.0,0.0,1.0,1.0,0.0,0.0,0.018907563021237906,0.0,0.0,0
0.018072289156626505,0.16666666666666666,0.0,0.013392857142857142,0.031055900621118012,0.0002203128442388191,0.002242152466367713,0.06578947368421052,0.012738853503184714,1.0,0.015888300433317286,0.0,0.0,0.0,0.416666667,0.0,0.0,0.06302521007079302,0.06060606060606061,0.11764705882352941,1
0.024096385542168676,0.8333333333333334,0.0,0.004464285714285714,0.034161490683229816,0.0,0.002242152466367713,0.013157894736842105,0.025477707006369428,0.25,0.025036109773712085,1.0,0.0,0.85,0.5,0.0,0.0,0.07247899158141197,0.06060606060606061,0.11764705882352941,0
0.0,0.16666666666666666,0.0,0.060267857142857144,0.0,0.0,0.05829596412556054,0.013157894736842105,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.04216867469879518,0.16666666666666666,0.0,0.011160714285714286,0.027950310559006212,0.0015421899096717338,0.0,0.06578947368421052,0.03821656050955414,1.0,0.02118440057775638,0.0,0.0,0.0,0.857142857,0.0,0.0,0.033313325324934175,0.030303030303030304,0.10083529411764705,0
0.018072289156626505,0.8333333333333334,0.0,0.011160714285714286,0.037267080745341616,7.343761474627305e-05,0.002242152466367713,0.05263157894736842,0.01910828025477707,0.0,0.0182956186807896,1.0,0.0,0.95,0.666666667,0.0,0.0,0.07142857139255702,0.030303030303030304,0.03921176470588235,0
0.018072289156626505,0.8333333333333334,0.02564102564102564,0.008928571428571428,0.018633540372670808,0.0002203128442388191,0.006726457399103139,0.013157894736842105,0.01910828025477707,0.75,0.008184882041405874,1.0,0.0,1.0,0.777777778,0.0,0.0,0.027310924361909468,0.0,0.0,0
0.012048192771084338,0.6666666666666666,0.0,0.004464285714285714,0.018633540372670808,0.0,0.002242152466367713,0.013157894736842105,0.012738853503184714,0.0,0.009629272989889264,1.0,0.0,0.944444444,0.75,0.0,0.0,0.053571428560174064,0.030303030303030304,0.058823529411764705,0
0.024096385542168676,0.16666666666666666,0.0,0.002232142857142857,0.012422360248447204,0.0004406256884776382,0.002242152466367713,0.0,0.025477707006369428,1.0,0.0019258545979778526,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
0.012048192771084338,0.16666666666666666,0.0,0.011160714285714286,0.034161490683229816,0.0,0.002242152466367713,0.05263157894736842,0.012738853503184714,0.0,0.018777082330284064,1.0,0.1111111111111111,0.0,0.666666667,0.0,0.0,0.11344537812742744,0.030303030303030304,0.058823529411764705,1
0.012048192771084338,0.6666666666666666,0.0,0.015625,0.015527950310559006,0.0,0.008968609865470852,0.039473684210526314,0.006369426751592357,0.0,0.014443909484833895,1.0,0.0,0.956521739,0.666666667,0.25,0.047619047619047616,0.08508403359557058,0.06060606060606061,0.11764705882352941,1
0.012048192771084338,0.16666666666666666,0.0,0.004464285714285714,0.006211180124223602,7.343761474627305e-05,0.002242152466367713,0.013157894736842105,0.012738853503184714,1.0,0.0009629272989889263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
0.04216867469879518,0.3333333333333333,0.05128205128205128,0.015625,0.031055900621118012,0.0011015642211940956,0.004484304932735426,0.06578947368421052,0.025477707006369428,0.1666666665,0.02118440057775638,1.0,0.0,0.814814815,0.285714286,0.0,0.0,0.03241296518016534,0.09090909090909091,0.11764705882352941,0
0.018072289156626505,0.8333333333333334,0.0,0.011160714285714286,0.037267080745341616,7.343761474627305e-05,0.002242152466367713,0.05263157894736842,0.01910828025477707,0.0,0.0182956186807896,1.0,0.0,0.95,0.666666667,0.0,0.0,0.07142857139255702,0.030303030303030304,0.03921176470588235,1
0.018072289156626505,0.16666666666666666,0.0,0.033482142857142856,0.009316770186335404,0.0002203128442388191,0.02914798206278027,0.02631578947368421,0.01910828025477707,1.0,0.0014443909484833895,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
0.024096385542168676,0.3333333333333333,0.0,0.006696428571428571,0.034161490683229816,0.0,0.002242152466367713,0.02631578947368421,0.01910828025477707,0.1666666665,0.021665864227250843,1.0,0.0,0.857142857,0.625,0.25,0.047619047619047616,0.06302521007079302,0.030303030303030304,0.08823529411764706,0
0.07228915662650602,0.5,0.0,0.033482142857142856,0.08695652173913043,0.0026437541308658294,0.011210762331838564,0.15789473684210525,0.044585987261146494,0.390909091,0.0731824747231584,0.8,0.2222222222222222,0.724137931,0.25974026,0.0,0.0,0.07090336132964214,0.06060606060606061,0.08823529411764706,0
0.04216867469879518,0.5,0.0,0.022321428571428572,0.06832298136645963,0.0,0.004484304932735426,0.13157894736842105,0.012738853503184714,0.3666666665,0.04236880115551276,1.0,0.3333333333333333,0.821428571,0.3,0.25,0.047619047619047616,0.06842737095201105,0.030303030303030304,0.08403529411764707,0
0.024096385542168676,0.3333333333333333,0.0,0.03794642857142857,0.021739130434782608,0.0002937504589850922,0.03587443946188341,0.013157894736842105,0.012738853503184714,0.4791666665,0.04814636494944632,0.125,0.8888888888888888,0.857142857,0.444444444,0.25,0.047619047619047616,0.13865546215574465,0.030303030303030304,0.058823529411764705,0
0.012048192771084338,0.5,0.0,0.017857142857142856,0.024844720496894408,7.343761474627305e-05,0.004484304932735426,0.09210526315789473,0.012738853503184714,1.0,0.014925373134328358,0.0,0.0,0.952380952,0.625,0.0,0.0,0.09138655460264988,0.06060606060606061,0.11764705882352941,1
0.05421686746987952,0.16666666666666666,0.0,0.011160714285714286,0.062111801242236024,0.0008812513769552765,0.006726457399103139,0.02631578947368421,0.044585987261146494,0.3125,0.04814636494944632,1.0,0.0,0.0,0.4375,0.0,0.0,0.06162464984839818,0.12121212121212122,0.14378823529411763,0
0.07228915662650602,0.5,0.2564102564102564,0.04241071428571429,0.07453416149068323,0.002203128442388191,0.026905829596412557,0.10526315789473684,0.06369426751592357,0.25,0.0548868560423688,1.0,0.1111111111111111,0.949367089,0.226190476,0.25,0.14285714285714285,0.05252100839022668,0.06060606060606061,0.09803529411764707,0
0.030120481927710843,0.16666666666666666,0.0,0.002232142857142857,0.018633540372670808,0.0004406256884776382,0.002242152466367713,0.0,0.03184713375796178,0.375,0.011555127587867116,1.0,0.0,0.0,0.7,0.0,0.0,0.021428571424069627,0.030303030303030304,0.09411764705882353,0
0.018072289156626505,0.16666666666666666,0.0,0.002232142857142857,0.12732919254658384,0.0002203128442388191,0.0,0.013157894736842105,0.006369426751592357,1.0,0.10640346653827636,0.0,0.0,0.0,0.333333333,0.0,0.0,0.45798319320210434,0.030303030303030304,0.07843529411764705,0
0.006024096385542169,0.16666666666666666,0.0,0.0,0.003105590062111801,0.0,0.0,0.0,0.006369426751592357,1.0,0.00048146364949446316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030303030303030304,0.11764705882352941,0
